device,local,real0,im0,real1,im1,real2,im2,real3,im3,real4,im4,real5,im5,real6,im6,real7,im7,real8,im8,real9,im9,real10,im10,real11,im11,real12,im12,real13,im13,real14,im14,real15,im15,real16,im16,real17,im17,real18,im18,real19,im19,real20,im20,real21,im21,real22,im22,real23,im23,real24,im24,real25,im25,real26,im26,real27,im27,real28,im28,real29,im29,real30,im30,real31,im31,real32,im32,real33,im33,real34,im34,real35,im35,real36,im36,real37,im37,real38,im38,real39,im39,real40,im40,real41,im41,real42,im42,real43,im43,real44,im44,real45,im45,real46,im46,real47,im47,real48,im48,real49,im49,real50,im50,real51,im51,real52,im52,real53,im53,real54,im54,real55,im55,real56,im56,real57,im57,real58,im58,real59,im59,real60,im60,real61,im61,real62,im62,real63,im63,real64,im64,real65,im65,real66,im66,real67,im67,real68,im68,real69,im69,real70,im70,real71,im71,real72,im72,real73,im73,real74,im74,real75,im75,real76,im76,real77,im77,real78,im78,real79,im79,real80,im80,real81,im81,real82,im82,real83,im83,real84,im84,real85,im85,real86,im86,real87,im87,real88,im88,real89,im89,real90,im90,real91,im91,real92,im92,real93,im93,real94,im94,real95,im95,real96,im96,real97,im97,real98,im98,real99,im99,real100,im100,real101,im101,real102,im102,real103,im103,real104,im104,real105,im105,real106,im106,real107,im107,real108,im108,real109,im109,real110,im110,real111,im111,real112,im112,real113,im113,real114,im114,real115,im115,real116,im116,real117,im117,real118,im118,real119,im119,real120,im120,real121,im121,real122,im122,real123,im123,real124,im124,real125,im125,real126,im126,real127,im127
TRAS,E3,126,97,23,0,19,4,18,3,18,2,17,2,16,1,15,0,14,-1,13,-2,12,-3,11,-4,11,-4,10,-4,10,-4,10,-5,10,-5,10,-5,10,-4,10,-3,10,-1,9,0,7,0,6,1,5,2,5,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,16,6,16,8,16,10,16,12,17,14,17,17,15,20,13,22,11,22,10,22,10,21,10,20,10,18,11,16,12,15,12,14,13,13,15,12,16,11,16,10,17,9,18,8,19,8,20,7,21,5,21,5,13,1,41,5,39,5,37,4,35,2,33,1,31,0,29,-2,27,-3,25,-5,23,-6,22,-8,21,-8,20,-9,19,-10,19,-10,19,-11,19,-10,19,-9,19,-7,18,-4,17,-2,15,-1,13,1,11,2,10,3,8,5,6,7,3,9,0,1,-1,0,-1,-1,-1,0,-1,-1,1,-2,5,-4,31,-14,33,-7,34,7,34,12,34,16,35,20,36,25,36,30,34,36,31,39,27,40,25,40,23,37,23,35,23,32,24,29,25,27,27,25,29,23,30,20,32,18,34,16,36,15,38,13,39,11,40,9,41,7,41,6,
TRAS,E3,126,97,23,0,-18,8,-17,8,-16,8,-14,8,-13,8,-12,9,-11,9,-10,10,-9,10,-8,10,-7,10,-7,11,-6,11,-6,11,-6,11,-7,11,-9,11,-9,10,-10,9,-11,7,-11,5,-10,3,-9,2,-9,1,-9,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-19,1,-19,0,-20,-1,-22,-3,-24,-5,-25,-8,-26,-11,-24,-13,-22,-15,-21,-15,-21,-15,-20,-13,-19,-11,-18,-10,-19,-8,-19,-7,-19,-6,-20,-4,-20,-2,-20,-1,-20,0,-20,2,-20,3,-20,4,-20,5,-20,6,-12,4,-36,13,-35,14,-32,15,-30,15,-27,16,-25,17,-23,18,-21,18,-19,19,-17,19,-15,20,-14,20,-12,21,-11,21,-11,22,-12,23,-13,22,-15,22,-17,20,-19,17,-19,14,-19,10,-18,8,-17,5,-17,3,-16,0,-14,-5,-12,-8,-3,-2,-1,-1,0,-1,0,-2,0,0,-2,2,-5,4,-27,21,-31,13,-36,4,-37,0,-40,-3,-43,-6,-46,-10,-48,-15,-48,-21,-46,-26,-43,-28,-40,-30,-39,-29,-37,-26,-36,-23,-35,-20,-36,-17,-36,-14,-37,-10,-38,-7,-39,-4,-39,-1,-39,1,-39,3,-39,5,-39,8,-39,10,-38,12,
TRAS,E3,126,97,23,0,13,14,13,14,14,12,14,11,14,10,14,9,15,8,15,6,15,5,15,4,15,3,15,2,16,1,17,1,18,1,19,2,19,3,19,5,17,7,16,8,14,9,12,9,10,9,8,10,7,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,12,3,13,3,14,2,15,1,17,-1,19,-3,20,-4,19,-6,18,-7,18,-6,18,-5,17,-4,16,-3,16,-2,16,-1,16,1,16,2,16,4,16,5,16,6,16,7,16,8,16,10,16,11,16,12,15,8,9,27,29,26,28,26,26,27,24,27,21,28,19,29,17,29,15,29,13,29,11,30,9,30,7,31,5,32,4,34,3,35,3,36,4,37,7,36,10,34,14,30,17,26,18,22,19,19,19,16,20,12,21,3,23,-4,23,-2,4,-2,1,-1,-1,-1,-1,-1,-1,1,0,3,2,20,13,17,17,10,23,8,25,7,27,5,30,4,33,0,36,-3,39,-7,39,-9,37,-11,36,-10,34,-9,32,-7,31,-5,31,-3,30,0,30,2,30,5,31,7,31,10,31,12,31,15,31,17,31,20,31,22,30,24,29,
TRAS,E3,126,97,23,0,-22,1,-22,2,-21,2,-20,3,-19,4,-18,4,-17,5,-16,6,-16,6,-15,7,-14,7,-13,7,-13,8,-13,8,-14,8,-14,8,-15,7,-15,6,-15,4,-15,2,-14,0,-12,-1,-10,-1,-9,-2,-9,-2,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-16,-2,-16,-3,-16,-5,-17,-6,-19,-8,-20,-10,-19,-13,-18,-15,-16,-16,-16,-16,-15,-16,-15,-15,-14,-13,-15,-12,-16,-11,-17,-10,-17,-8,-18,-7,-19,-6,-20,-5,-21,-4,-22,-3,-22,-2,-23,-1,-23,-1,-23,-1,-14,2,-44,7,-43,7,-41,8,-39,8,-37,9,-36,10,-34,11,-32,13,-30,14,-28,15,-26,16,-25,16,-24,17,-24,18,-24,19,-24,19,-25,18,-26,17,-26,14,-27,10,-27,7,-26,4,-24,1,-22,-1,-20,-3,-17,-5,-13,-9,-10,-12,-2,-3,-1,-2,0,-1,0,-1,0,-1,-1,1,-4,3,-22,19,-25,13,-29,2,-31,-1,-33,-4,-34,-7,-37,-11,-39,-15,-39,-20,-38,-24,-36,-26,-34,-27,-32,-26,-30,-24,-30,-21,-30,-19,-31,-17,-32,-14,-34,-12,-35,-9,-37,-6,-38,-4,-40,-2,-41,0,-42,1,-44,3,-44,5,-44,6,
TRAS,E3,126,97,23,0,-22,-3,-21,-2,-21,-2,-20,0,-18,1,-18,2,-17,3,-16,4,-14,5,-14,6,-13,6,-12,7,-12,7,-12,8,-13,9,-13,9,-14,9,-14,7,-14,5,-14,4,-13,2,-12,1,-11,0,-11,-1,-10,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,-18,-5,-18,-6,-19,-8,-20,-10,-21,-12,-22,-15,-21,-19,-19,-21,-16,-22,-15,-22,-13,-21,-13,-20,-13,-18,-13,-17,-14,-16,-15,-15,-16,-14,-17,-12,-19,-11,-20,-10,-21,-9,-21,-8,-22,-7,-22,-6,-23,-6,-23,-5,-14,-2,-45,-4,-43,-4,-41,-2,-39,-1,-37,1,-35,3,-33,5,-31,7,-29,9,-27,10,-26,12,-24,13,-23,14,-23,16,-23,17,-23,18,-24,18,-25,17,-26,15,-26,12,-26,9,-24,6,-22,3,-21,1,-20,-1,-19,-3,-16,-8,-13,-12,-3,-3,-1,-2,0,-1,0,-1,0,0,-2,1,-6,2,-32,13,-34,6,-36,-5,-36,-9,-37,-13,-39,-17,-41,-22,-42,-28,-41,-33,-37,-38,-33,-40,-30,-40,-28,-39,-27,-36,-27,-34,-27,-31,-28,-29,-30,-27,-32,-24,-34,-22,-36,-19,-38,-16,-40,-14,-41,-13,-42,-11,-44,-9,-45,-8,-45,-6,
TRAS,E3,126,97,23,0,17,17,18,15,18,14,17,13,17,11,16,10,16,9,16,7,16,6,16,4,16,3,16,3,16,3,17,4,18,4,18,4,18,6,17,8,15,9,13,10,11,11,9,10,7,10,6,10,5,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,22,6,22,5,23,5,25,3,27,1,30,-2,31,-6,30,-8,29,-8,27,-7,26,-6,25,-4,24,-2,23,0,22,2,22,4,22,6,21,8,21,9,20,11,20,12,20,14,19,15,19,16,18,17,18,11,10,36,34,35,32,34,29,34,27,35,24,35,22,34,19,33,16,32,14,31,12,31,10,31,8,31,7,32,6,34,5,35,6,35,7,35,10,33,14,30,17,26,19,21,20,17,20,14,20,10,21,7,21,-1,21,-7,21,-2,3,-2,1,-1,-1,-2,-1,-1,-1,3,0,7,3,38,20,31,27,19,38,15,41,12,44,11,48,8,53,3,58,-2,60,-8,60,-12,57,-13,54,-12,51,-10,48,-7,46,-4,44,0,43,4,42,8,41,12,40,16,40,19,40,23,38,26,37,29,37,32,36,34,35,36,34,
TRAS,E3,126,97,23,0,-5,-17,-5,-16,-5,-14,-6,-13,-7,-12,-7,-10,-8,-9,-9,-7,-9,-6,-9,-4,-10,-2,-10,-1,-11,1,-11,3,-11,5,-12,6,-14,8,-14,9,-15,10,-16,10,-16,9,-16,9,-16,8,-17,8,-17,8,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-3,-21,-2,-21,-1,-22,0,-24,2,-26,4,-27,7,-28,10,-27,11,-26,12,-24,11,-22,10,-21,9,-20,7,-20,6,-20,5,-19,3,-19,2,-19,0,-19,-1,-19,-1,-19,-2,-19,-3,-19,-3,-19,-3,-19,-4,-19,-2,-11,-7,-34,-7,-32,-8,-30,-9,-27,-10,-25,-12,-23,-13,-20,-14,-17,-16,-14,-17,-12,-18,-8,-18,-5,-20,-2,-20,1,-22,5,-23,8,-24,12,-26,15,-28,17,-30,18,-31,17,-31,15,-31,14,-32,14,-33,13,-35,11,-39,-1,-40,-9,-8,-3,-3,-2,0,-1,0,0,-1,0,-3,-2,-5,-6,-24,-30,-17,-34,-8,-40,-3,-41,0,-43,2,-45,6,-49,10,-52,15,-53,20,-52,23,-49,24,-45,23,-41,21,-40,18,-38,16,-38,13,-37,11,-37,8,-37,5,-37,3,-37,1,-37,-1,-37,-2,-37,-3,-37,-4,-37,-6,-36,-7,-35,
TRAS,E3,126,97,23,0,-3,24,-3,23,-2,22,0,21,1,20,2,19,4,18,4,17,5,16,6,15,7,14,8,14,8,14,8,14,9,14,9,15,8,16,6,16,4,16,2,15,0,13,-2,12,-3,11,-4,9,-4,9,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-14,18,-16,18,-18,18,-20,18,-23,18,-27,17,-29,15,-30,11,-31,9,-30,8,-28,8,-26,8,-24,9,-22,10,-21,11,-19,13,-18,14,-16,16,-15,17,-13,19,-11,20,-10,21,-9,22,-8,23,-7,23,-7,24,-3,14,-7,48,-7,47,-5,45,-3,43,-1,41,2,39,4,37,6,35,8,33,10,31,11,30,13,29,15,28,16,27,17,27,17,28,16,29,14,31,11,31,7,31,2,29,-1,26,-4,23,-6,21,-8,19,-10,16,-15,11,-19,7,-4,0,-2,-1,-1,-1,-1,-2,0,-1,1,2,1,8,3,45,-7,44,-23,38,-29,37,-34,36,-38,36,-44,37,-50,35,-55,30,-57,25,-57,20,-55,17,-53,16,-49,17,-46,19,-43,21,-39,23,-36,26,-33,28,-31,31,-28,34,-25,37,-22,39,-20,42,-17,44,-14,46,-12,47,-10,47,
TRAS,E3,126,97,23,0,-4,23,-3,22,-2,21,-2,20,0,19,1,17,2,16,2,15,3,14,4,14,5,13,5,12,6,12,6,12,6,12,6,13,5,14,4,14,1,14,0,13,-1,12,-2,10,-2,10,-3,10,-4,9,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,-10,21,-12,21,-14,20,-16,21,-19,23,-23,23,-27,22,-28,19,-29,16,-29,15,-28,14,-26,13,-24,14,-22,15,-21,16,-19,16,-17,17,-16,19,-14,21,-12,22,-11,22,-10,23,-8,24,-7,24,-6,25,-6,26,-3,15,-8,49,-8,46,-6,44,-4,41,-2,39,0,37,2,34,4,32,5,29,6,28,8,27,9,25,11,24,12,24,13,24,13,25,12,26,10,27,7,28,3,28,0,26,-3,23,-5,21,-6,20,-8,19,-10,18,-15,14,-18,10,-4,1,-2,0,-1,-1,-1,-2,0,-1,1,2,2,7,8,42,-1,43,-16,42,-21,41,-25,41,-30,43,-36,44,-44,44,-51,42,-55,38,-56,32,-55,29,-52,27,-49,26,-45,27,-41,29,-38,31,-35,33,-32,35,-28,38,-25,41,-23,44,-20,45,-17,47,-15,48,-13,49,-10,50,-8,50,
TRAS,E3,126,97,23,0,3,-16,2,-15,1,-14,-1,-14,-2,-13,-4,-12,-5,-11,-6,-10,-8,-9,-9,-8,-10,-7,-11,-6,-12,-6,-13,-5,-15,-5,-16,-6,-17,-6,-18,-8,-18,-9,-17,-11,-15,-12,-14,-12,-12,-12,-11,-14,-11,-15,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,15,-14,16,-13,18,-13,20,-13,23,-13,26,-12,28,-9,29,-7,29,-5,28,-3,26,-3,24,-3,23,-5,22,-6,20,-7,19,-8,18,-10,17,-11,15,-13,14,-14,13,-15,12,-15,11,-16,10,-16,9,-17,7,-18,3,-10,11,-32,8,-30,5,-28,2,-27,-1,-25,-4,-24,-6,-22,-8,-20,-11,-19,-14,-17,-16,-16,-18,-14,-20,-13,-23,-11,-25,-11,-27,-11,-31,-12,-33,-13,-35,-16,-34,-19,-32,-22,-29,-24,-26,-24,-24,-25,-21,-28,-18,-30,-6,-35,1,-37,0,-8,1,-3,0,0,-1,1,-1,0,-1,-3,2,-7,15,-36,22,-32,30,-28,33,-25,37,-23,41,-23,46,-22,51,-19,56,-15,57,-10,57,-5,54,-3,51,-2,47,-4,44,-6,42,-9,40,-11,37,-14,35,-17,33,-20,31,-23,29,-26,27,-27,25,-29,22,-30,20,-31,17,-32,15,-33,
TRAS,E3,126,97,23,0,-19,-4,-18,-3,-17,-2,-16,-1,-15,1,-15,2,-14,4,-13,5,-13,6,-12,7,-11,8,-11,9,-10,10,-10,12,-10,13,-11,14,-12,14,-14,14,-15,14,-16,12,-16,10,-15,8,-15,7,-15,6,-16,5,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-3,-15,-10,-15,-12,-15,-14,-16,-16,-16,-20,-15,-23,-14,-26,-11,-28,-9,-28,-7,-26,-7,-25,-7,-24,-8,-22,-8,-21,-9,-19,-10,-18,-12,-18,-13,-17,-15,-15,-16,-14,-17,-13,-18,-12,-18,-11,-18,-10,-19,-9,-19,-8,-12,-3,-37,-8,-36,-6,-34,-4,-32,-2,-31,1,-29,4,-28,6,-26,9,-24,11,-23,13,-21,15,-20,17,-19,19,-18,21,-17,24,-17,27,-18,29,-20,30,-23,30,-26,28,-28,25,-29,21,-28,17,-28,15,-29,13,-30,9,-31,3,-31,-3,-6,-2,-2,-2,0,-1,0,-1,0,0,-2,0,-6,0,-33,1,-33,-6,-32,-17,-31,-22,-31,-26,-31,-30,-31,-36,-31,-42,-28,-48,-24,-51,-20,-52,-17,-51,-15,-48,-15,-45,-16,-42,-18,-38,-20,-36,-22,-34,-24,-32,-27,-30,-29,-27,-32,-25,-34,-23,-35,-21,-36,-18,-37,-16,-37,-14,-38,-11,
TRAS,E3,126,97,23,0,24,-1,23,-2,21,-3,20,-5,19,-6,18,-7,17,-8,16,-9,15,-10,14,-11,12,-11,12,-12,12,-13,12,-14,12,-14,12,-14,14,-14,15,-12,16,-10,16,-7,15,-5,14,-4,13,-3,12,-2,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,23,7,22,10,23,11,23,13,24,16,25,20,23,24,20,26,18,27,17,27,15,26,15,23,15,21,16,19,17,18,18,16,18,14,20,13,21,11,22,9,23,8,24,6,24,5,24,4,25,2,25,1,14,-2,48,-5,46,-6,43,-7,40,-9,37,-11,35,-14,33,-15,31,-17,29,-19,27,-21,24,-23,22,-24,21,-25,20,-27,21,-28,21,-28,23,-29,26,-28,28,-26,30,-22,30,-17,29,-13,27,-10,26,-7,24,-4,23,-1,22,6,20,11,3,2,0,1,-1,-1,-2,0,-1,-1,2,-3,7,-4,42,-16,44,-6,44,10,44,15,45,20,47,23,49,29,50,37,47,44,43,49,39,51,35,50,32,47,31,43,31,39,33,35,34,32,36,29,38,25,40,21,42,17,44,14,45,11,45,9,46,7,48,4,48,1,49,-2,
TRAS,E3,126,97,23,0,0,-26,0,-25,-1,-25,-3,-24,-4,-23,-4,-22,-5,-21,-5,-20,-6,-19,-7,-19,-8,-18,-9,-17,-10,-18,-11,-18,-11,-19,-11,-20,-10,-22,-7,-23,-4,-23,-1,-23,1,-21,1,-18,3,-17,4,-16,5,-16,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-5,9,-19,11,-19,12,-19,14,-19,17,-20,20,-21,23,-19,25,-17,26,-14,25,-13,24,-13,22,-14,20,-14,18,-15,17,-16,15,-17,14,-19,13,-20,11,-21,9,-23,7,-23,6,-24,5,-24,4,-25,3,-26,3,-27,2,-17,8,-52,6,-50,4,-48,2,-47,0,-45,-2,-44,-5,-42,-6,-40,-8,-38,-10,-37,-12,-37,-13,-36,-15,-35,-16,-35,-17,-36,-17,-38,-16,-41,-13,-43,-9,-44,-4,-44,1,-42,5,-39,6,-35,9,-33,12,-30,15,-27,25,-17,29,-10,5,-2,1,0,-1,0,-1,1,-1,0,-1,-3,0,-9,5,-43,12,-40,20,-38,24,-36,27,-35,30,-35,35,-36,42,-35,47,-32,51,-28,52,-24,51,-21,48,-21,45,-22,41,-24,38,-26,35,-28,32,-30,29,-32,27,-35,25,-38,22,-41,20,-43,17,-45,14,-47,12,-49,9,-51,7,-52,
TRAS,E3,126,97,23,0,10,-8,8,-8,7,-8,6,-9,5,-9,3,-9,2,-9,0,-9,-1,-9,-2,-9,-4,-9,-5,-9,-7,-9,-8,-9,-10,-9,-12,-9,-14,-10,-14,-12,-14,-13,-13,-14,-12,-14,-11,-14,-10,-14,-10,-15,-10,-16,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,21,-1,21,1,22,2,24,3,26,5,27,8,28,11,27,13,25,15,23,14,21,13,20,12,19,10,19,8,19,6,18,5,18,3,18,2,17,0,17,-2,16,-3,16,-4,15,-5,14,-5,14,-7,13,-8,6,-5,21,-16,19,-15,16,-15,14,-16,11,-16,8,-16,6,-16,3,-17,1,-16,-2,-16,-5,-16,-7,-17,-10,-17,-13,-16,-16,-16,-19,-17,-23,-17,-25,-19,-27,-22,-27,-24,-26,-26,-24,-26,-22,-26,-21,-27,-19,-29,-16,-31,-7,-36,-1,-38,0,-8,0,-3,0,0,-1,0,-2,-1,1,-3,5,-5,33,-24,37,-17,41,-5,42,0,44,3,46,6,50,10,53,15,54,20,52,25,48,27,44,27,41,25,39,22,38,19,37,15,36,12,35,8,35,5,34,2,33,-1,33,-4,32,-6,31,-8,29,-10,28,-12,26,-13,25,-15,
TRAS,E3,126,97,23,0,11,20,12,19,12,18,13,16,14,14,15,12,15,11,15,9,16,7,16,6,16,5,17,4,18,3,18,3,19,3,19,3,20,4,19,6,18,7,16,8,14,9,13,9,11,8,9,9,7,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,22,0,22,-2,24,-3,26,-6,28,-9,30,-13,30,-16,28,-17,26,-18,25,-17,23,-16,22,-14,21,-12,21,-10,22,-8,22,-6,22,-4,22,-2,23,0,23,2,24,4,24,5,24,6,24,7,23,8,23,6,13,22,42,22,39,23,36,24,33,25,30,27,27,28,24,29,21,29,17,30,14,31,11,32,9,33,8,34,6,35,5,36,5,37,6,37,8,36,11,34,14,30,16,26,17,22,17,19,16,16,17,13,19,5,21,0,23,-1,4,-1,1,-1,-1,-2,-1,-1,-1,2,0,6,4,33,27,25,33,10,41,5,44,1,47,-3,50,-7,55,-14,58,-21,59,-26,56,-29,53,-31,49,-30,46,-27,44,-24,43,-20,43,-17,43,-13,43,-9,43,-5,43,-2,44,1,45,5,46,8,46,11,46,15,46,18,45,20,44,
TRAS,E3,126,97,23,0,19,-10,17,-10,16,-12,15,-13,14,-14,13,-15,11,-15,9,-15,8,-16,6,-16,5,-16,5,-17,4,-18,4,-19,4,-19,4,-20,6,-20,8,-19,10,-17,12,-16,12,-14,11,-11,11,-9,11,-8,11,-7,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,23,9,23,10,23,12,24,14,24,18,25,21,23,24,21,26,18,26,16,25,14,24,14,21,14,19,14,17,15,15,16,13,16,11,17,9,18,6,19,4,19,2,19,1,20,-1,20,-3,20,-5,20,-7,12,-5,39,-16,36,-17,34,-19,31,-21,29,-23,28,-25,25,-26,22,-28,19,-28,17,-29,14,-30,12,-31,11,-33,9,-34,9,-35,10,-37,11,-38,14,-38,17,-36,21,-33,24,-29,24,-24,23,-19,22,-16,22,-13,23,-10,23,1,22,8,4,1,1,1,-1,0,-2,0,-1,-1,2,-2,8,-2,46,-5,45,4,45,16,44,21,44,26,45,31,46,37,45,43,42,49,37,52,31,53,27,51,25,48,25,43,26,38,27,34,28,30,30,27,32,23,33,19,35,14,36,9,37,6,37,2,38,-1,38,-5,39,-8,39,-11,
TRAS,E3,100,-64,5,0,-25,2,-24,2,-23,3,-22,4,-20,4,-19,5,-19,6,-17,7,-16,8,-15,9,-14,10,-13,9,-13,9,-14,10,-14,11,-15,12,-16,11,-17,9,-17,7,-17,7,-15,4,-12,0,-9,-2,-9,-2,-10,-1,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-19,0,-20,-1,-21,-3,-22,-5,-24,-7,-25,-10,-25,-14,-23,-17,-22,-19,-20,-19,-19,-18,-19,-17,-19,-15,-19,-14,-19,-12,-20,-11,-20,-10,-21,-9,-22,-7,-23,-6,-24,-5,-24,-4,-25,-3,-26,-1,-27,0,-27,0,-16,-1,-52,1,-49,2,-46,3,-44,5,-41,6,-40,7,-38,9,-36,11,-34,13,-31,14,-30,15,-28,16,-27,16,-26,17,-26,19,-26,19,-27,20,-29,19,-33,16,-35,13,-33,11,-30,7,-25,2,-20,-1,-17,-2,-15,-3,-12,-7,-10,-9,-2,-2,-1,-1,0,-1,0,-2,0,-1,-2,2,-6,4,-31,22,-34,14,-37,3,-38,-3,-41,-7,-43,-10,-46,-14,-48,-20,-48,-26,-46,-32,-43,-35,-40,-36,-38,-35,-36,-33,-36,-30,-36,-27,-37,-24,-37,-22,-39,-19,-40,-17,-42,-14,-44,-11,-45,-9,-46,-7,-48,-4,-50,-2,-51,-1,-51,1,
TRAS,E3,126,97,23,0,-8,21,-7,20,-6,19,-5,19,-4,18,-2,17,-1,17,-1,16,0,16,2,16,2,15,3,14,4,14,4,15,4,16,4,17,3,18,2,18,0,16,-2,15,-4,13,-4,11,-5,10,-5,9,-6,8,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,-8,13,-9,13,-11,13,-13,13,-15,13,-18,13,-20,12,-22,10,-22,8,-22,7,-21,6,-20,6,-19,7,-18,8,-17,9,-16,10,-15,11,-14,12,-13,14,-12,15,-12,16,-11,17,-11,18,-11,20,-10,20,-9,20,-5,12,-16,41,-15,40,-13,39,-12,38,-9,37,-7,36,-5,35,-3,33,-1,32,1,31,3,30,5,30,6,29,8,29,8,30,8,30,7,32,5,33,3,33,-1,31,-4,29,-7,25,-8,22,-9,19,-11,17,-12,15,-16,9,-19,5,-4,0,-2,-1,0,-1,-1,-1,0,-1,0,1,1,5,4,29,-2,28,-13,27,-17,26,-20,26,-23,26,-28,27,-33,27,-37,25,-40,22,-41,18,-41,16,-40,14,-38,15,-36,16,-34,17,-31,18,-29,20,-27,22,-26,25,-24,28,-23,30,-22,33,-21,35,-21,37,-19,39,-17,40,-16,41,
TRAS,E3,126,97,23,0,20,7,20,6,19,5,18,4,17,3,17,2,17,0,17,-1,16,-2,16,-3,15,-4,14,-5,15,-5,15,-5,16,-5,16,-4,16,-4,16,-2,16,0,15,2,12,3,10,4,9,4,8,5,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,13,12,14,11,16,11,18,10,20,9,23,7,24,4,25,2,25,1,23,1,22,1,21,2,19,3,18,5,17,6,17,8,16,9,15,10,14,12,13,13,12,15,12,16,11,17,10,18,9,19,9,12,3,41,10,39,10,38,8,37,7,36,5,35,2,34,0,33,-3,31,-5,30,-7,29,-9,29,-10,28,-11,28,-12,28,-13,29,-13,30,-12,30,-11,31,-7,30,-3,28,1,26,4,22,5,19,6,16,8,13,9,8,11,4,13,0,2,-1,1,-1,-1,-2,0,-1,-1,2,-1,6,-1,36,1,34,8,27,20,25,24,24,28,24,32,23,37,21,42,18,46,13,47,9,47,6,45,6,42,6,39,8,37,10,34,12,32,15,31,18,29,20,27,23,25,25,23,28,21,30,20,33,19,35,17,37,14,38,13,
TRAS,E3,126,97,23,0,-20,-8,-19,-7,-19,-6,-18,-5,-18,-3,-17,-2,-16,-1,-16,0,-15,2,-15,3,-14,4,-13,4,-13,5,-13,5,-13,5,-13,5,-14,5,-14,3,-13,1,-12,-1,-10,-2,-10,-2,-9,-2,-8,-2,-7,-3,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-17,-12,-16,-13,-16,-15,-16,-18,-16,-21,-15,-24,-13,-26,-10,-28,-7,-28,-6,-27,-5,-26,-6,-25,-7,-23,-8,-21,-9,-20,-10,-20,-11,-19,-12,-18,-14,-17,-15,-15,-16,-14,-17,-14,-18,-13,-19,-12,-20,-11,-20,-10,-13,-6,-40,-18,-38,-16,-36,-14,-34,-12,-33,-9,-33,-7,-32,-4,-31,-2,-30,0,-29,2,-28,4,-26,5,-25,7,-24,8,-24,9,-24,10,-25,9,-25,8,-25,6,-24,3,-22,-1,-20,-3,-18,-3,-16,-4,-15,-5,-12,-6,-9,-9,-6,-11,-1,-3,0,-1,0,0,1,-1,0,0,-3,0,-7,0,-36,-3,-34,-11,-32,-22,-31,-27,-30,-31,-29,-35,-28,-41,-26,-47,-22,-51,-17,-54,-12,-54,-9,-52,-8,-50,-8,-47,-9,-44,-11,-42,-13,-40,-16,-38,-19,-36,-22,-35,-25,-33,-27,-31,-30,-30,-31,-28,-33,-26,-35,-24,-37,-22,-39,-20,
